Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de cobre
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de estanho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de urânio
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de chumbo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra reforçada
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Basalto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de bronze
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de estanho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de bronze
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de urânio
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de chumbo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Steel Block
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - TNT industrial
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Apatita
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Cobre
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Estanho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Apatita
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Cobre
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Estanho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Bronze
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Madeira de Greatwood
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Madeira de Silverwood
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Rocha-viva
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Rocha-viva
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Rocha-viva com musgo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Rocha-viva rachados
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Rocha-viva com bordas
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Madeira-viva
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Madeira-viva
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Madeira-viva com musgo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Madeira-viva com com bordas
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Madeira-viva padronizadas
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Madeira-viva reluzente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Catalisador Alquímico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Manasteel
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Terrasteel
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Elementium
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Diamante de Mana
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco of Pedra Draconiana
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Madeira dos Sonhos
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Madeira dos Sonhos
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Madeira dos Sonhos com musgo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Madeira dos Sonhos com bordas
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Madeira dos Sonhos com bordas padronizadas
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Madeira dos Sonhos Reluzente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Catalizador de Conjurações
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Prismarinho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Prismarinho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Prismarinho Escuro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lanterna do Mar
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Cana-de-açúcar
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Palha
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolo Infernal
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolo da Alma
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolo Invernal
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Ladrilhos de Tijolo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Azulejo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Azulejo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Azulejo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Azulejo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Azulejo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Azulejo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Azulejo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Azulejo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Azulejo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Azulejo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Azulejo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Azulejo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Solo encantado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Pétalas Branco
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Pétalas Laranja
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Pétalas Magenta
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Pétalas Azul Claro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Pétalas Amarelo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Pétalas Lima
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Pétalas Rosa
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Pétalas Cinza
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Pétalas Cinza Claro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Pétalas Ciano
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Pétalas Roxo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Pétalas Azul
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Pétalas Marrom
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Pétalas Verde
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Pétalas Vermelho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Pétalas Preto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra do Fim
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra do Fim Talhados
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos do Fim
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pilar de Tijolos do Fim
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lâmpada Infernal
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Raíz-viva
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Abóbora Fel
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Carga de Manastorm
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Rocha Reluzente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Madeira Reluzente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Metamórfica - Floresta
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Metamórfica - Planície
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Metamórfica - Montanha
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Metamórfica - Fungos
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Metamórfica - Pântano
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Metamórfica - Deserto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Metamórfica - Taiga
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Metamórfica - Mesa
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Metamórfico - Floresta
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Metamórfico - Planície
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Metamórfico - Montanha
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Metamórfico - Fungos
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Metamórfico - Pântano
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Metamórfico - Deserto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Metamórfico - Taiga
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Metamórfico - Mesa
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Metamórficos - Floresta
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Metamórficos - Planície
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Metamórficos - Montanha
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Metamórficos - Fungos
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Metamórficos - Pântano
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Metamórficos - Deserto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Metamórficos - Taiga
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Metamórficos - Mesa
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Metamórficos Talhados - Floresta
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Metamórficos Talhados - Planície
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Metamórficos Talhados - Montanha
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Metamórficos Talhados - Fungos
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Metamórficos Talhados - Pântano
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Metamórficos Talhados - Deserto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Metamórficos Talhados - Taiga
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Metamórficos Talhados - Mesa
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Andesito
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Basalto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Diorito
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Granito
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Andesito Polido
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Basalto Polido
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Diorito Polido
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Granito Polido
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Andesito
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Basalto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijoloes de Diorito
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Granito
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Andesito Talhados
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Basalto Talhados
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Diorito Talhados
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Granito Talhados
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pavemento Português Branco
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pavemento Português Preto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pavemento Português Azul
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pavemento Português Vermelho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pavemento Português Amarelo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pavemento Português Verde
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Escuro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Escuro Talhado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pilar de Quartzo Escuro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo de Mana
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo de Mana Talhado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pilar de Quartzo de Mana
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Flamejante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Flamejante Talhado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pilar de Quartzo Flamejante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo de Lavanda
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo de Lavanda Talhado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pilar de Quartzo de Lavanda
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo-vermelho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo-vermelho Talhado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pilar de Quartzo-vermelho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Élfico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Élfico Talhado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pilar de Quartzo Élfico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Solar
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Solar Talhado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pilar de Quartzo Solar
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Quartzo Escuro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Quartzo de Mana
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Quartzo Flamejante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Quartzo de Lavanda
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Quartzo-vermelho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Quartzo Élfico
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Quartzo Solar
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de de Madeira-viva
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tábuas de Madeira-viva
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Rocha-viva
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolos de Rocha-viva
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Madeira dos Sonhos
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tábuas de Madeira dos Sonhos
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Cana-de-açúcar
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Palha
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Prismarinho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolos de Prismarinho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Prismarinho Escuro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolo Infernal
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolo da Alma
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolo Invernal
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Ladrilhos de Tijolo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Caminho de Terra
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolos do Fim
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolos de Pedra do Fim
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Rocha Reluzente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Madeira Reluzente
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pedra Metamórfica - Floresta
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pedra Metamórfica - Planície
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pedra Metamórfica - Montanha
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pedra Metamórfica - Fungos
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pedra Metamórfica - Pântano
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pedra Metamórfica - Deserto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pedra Metamórfica - Taiga
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pedra Metamórfica - Mesa
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pedregulho Metamórfico - Floresta
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pedregulho Metamórfico - Planície
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pedregulho Metamórfico - Montanha
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pedregulho Metamórfico - Fungos
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pedregulho Metamórfico - Pântano
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pedregulho Metamórfico - Deserto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pedregulho Metamórfico - Taiga
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pedregulho Metamórfico - Mesa
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolos Metamórficos - Floresta
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolos Metamórficos - Planície
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolos Metamórficos - Montanha
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolos Metamórficos - Fungos
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolos Metamórficos - Pântano
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolos Metamórficos - Deserto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolos Metamórficos - Taiga
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolos Metamórficos - Mesa
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Andesito
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Basalto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Diorito
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Granito
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolos de Andesito
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolos de Basalto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolos de Diorito
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Tijolos de Granito
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pavemento Português Branco
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pavemento Português Preto
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pavemento Português Azul
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pavemento Português Vermelho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pavemento Português Amarelo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Laje de Pavemento Português Verde
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vinteum Ore
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Chimerite Ore
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Blue Topaz Ore
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Moonstone Ore
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Sunstone Ore
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Moonstone Block
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vinteum Block
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Blue Topaz Block
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Sunstone Block
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Chimerite Block
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Witchwood Log
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Drained Witchwood Log
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Witchwood Planks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Witchwood Slab
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Blood Rune
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Rune of Augmented Capacity
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Rune of Dislocation
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Rune of the Orb
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Rune of Superior Capacity
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Rune of Acceleration
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Rune of Quickness
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Speed Rune
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Efficiency Rune
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Rune of Sacrifice
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Rune of Self-Sacrifice
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Large Bloodstone Brick
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloodstone Brick
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Crystal Cluster
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Crystal Cluster Brick
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Imperfect Ritual Stone
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Ritual Stone
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Glyph of Rigid Stability
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Glyph of the Adept Enchanter
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Glyph of Arcane Potential
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Soul Armor Forge
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Compressed Crafting Table
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Double Compressed Crafting Table
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Crystal Matrix
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Cosmic Neutronium Block
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Infinity Block
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Smokey Quartz Slab
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Block of Smokey Quartz
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Chiseled Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pillar Smokey Quartz Block
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Paving Slab of Travel
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Nether Star Block
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tainted Log
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tainted Planks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tainted Stone
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tainted Stone Bricks
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Cobre
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Estanho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Prata
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério de Chumbo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério Ferroso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério Brilhante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Minério Infundido em Mana
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Cobre
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Estanho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Prata
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Chumbo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco Ferroso
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco Brilhante
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Mana Infundida
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Electro
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Invar
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Bronze
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Signalo
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Lúmio
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Endério
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - tile.buildToolBlock.name
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Anjo-Bloco
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Detector de Atualização de Bloco
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos com Borda
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obsidiana Fundida em Ender
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Quartzo Queimado
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Congelada
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra de Bordas
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Barras Instáveis
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Cascalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra de Bordas (Alternativa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Madeira Mágica
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Vidro "Areiado"
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Estrada de Cascalho
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Núcleo de Ender
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Matriz Computacional encravada em Diamantes
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Liga de Areia-Ender
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra encravada em 'Eminência'
